content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
parah.... ini aplikasi di buat untuk apa...?? gk bisa digunakan... selalu koneksi jaringan gagal... pdhal jaringan internet bagus... d pakai streaming aja bagus...,parah aplikasi buat apa tidak guna selalu koneksi jaring gagal pdhal jaring internet bagus d pakai streaming bagus,"['parah', 'ini', 'aplikasi', 'di', 'buat', 'untuk', 'apa', 'gk', 'bisa', 'digunakan', 'selalu', 'koneksi', 'jaringan', 'gagal', 'pdhal', 'jaringan', 'internet', 'bagus', 'd', 'pakai', 'streaming', 'aja', 'bagus']","['parah', 'aplikasi', 'buat', 'apa', 'tidak', 'guna', 'selalu', 'koneksi', 'jaring', 'gagal', 'pdhal', 'jaring', 'internet', 'bagus', 'd', 'pakai', 'streaming', 'aja', 'bagus']",1,1,2.16,2022-08-08 11:36:48,,
"Aplikasi buruk sekali, tidak bisa diakses untuk cek tiket. Begitu juga dengan website tiketnya. Tidak ada kemajuan dari damri",aplikasi buruk sekali bisa akses cek tiket juga website tiket ada maju damri,"['aplikasi', 'buruk', 'sekali', 'tidak', 'bisa', 'diakses', 'untuk', 'cek', 'tiket', 'begitu', 'juga', 'dengan', 'website', 'tiketnya', 'tidak', 'ada', 'kemajuan', 'dari', 'damri']","['aplikasi', 'buruk', 'sekali', 'bisa', 'akses', 'cek', 'tiket', 'juga', 'website', 'tiket', 'ada', 'maju', 'damri']",1,0,,2022-08-07 22:31:37,,
"Aplikasinya,bagus ..tp pada,saat mau pesen tiket.. Gk bisa server eror katanya...gmn ini",aplikasi nyabagus tp padasaat mau sen tiket tidak server eror katanyagmn,"['aplikasinyabagus', 'tp', 'padasaat', 'mau', 'pesen', 'tiket', 'gk', 'bisa', 'server', 'eror', 'katanyagmn', 'ini']","['aplikasinyabagus', 'tp', 'padasaat', 'mau', 'sen', 'tiket', 'tidak', 'server', 'eror', 'katanyagmn']",5,0,2.16,2022-08-07 19:55:20,,
Parah.....parah....parah....baru daftar sj sudah ada kendala ...email verifikasi tdk masuk2 walau sdh di ulang kirim ttp sama ....LAMA .....,parahparahparahbaru daftar sj ada kendala email verifikasi tdk masuk2 sdh ulang kirim ttp sama lama,"['parahparahparahbaru', 'daftar', 'sj', 'sudah', 'ada', 'kendala', 'email', 'verifikasi', 'tdk', 'masuk2', 'walau', 'sdh', 'di', 'ulang', 'kirim', 'ttp', 'sama', 'lama']","['parahparahparahbaru', 'daftar', 'sj', 'ada', 'kendala', 'email', 'verifikasi', 'tdk', 'masuk2', 'sdh', 'ulang', 'kirim', 'ttp', 'sama', 'lama']",1,0,2.16,2022-08-07 16:10:30,,
"Verifikasi email gak ada,udh brp kalo dicoba,lsg masuk aplikasi,malah server bermasalah...aplikasi yg error'...",verifikasi email tidak adaudh brp kalo dicobalsg masuk aplikasi malah server bermasalah aplikasi error,"['verifikasi', 'email', 'gak', 'adaudh', 'brp', 'kalo', 'dicobalsg', 'masuk', 'aplikasimalah', 'server', 'bermasalahaplikasi', 'yg', 'error']","['verifikasi', 'email', 'tidak', 'adaudh', 'brp', 'kalo', 'dicobalsg', 'masuk', 'aplikasimalah', 'server', 'bermasalahaplikasi', 'yg', 'error']",1,0,,2022-08-07 13:16:23,,
"Saya kecewa. Aplikasinya sudah tidak bisa buat pesen tiket lagi. Padahal jaringan di hp sudah bagus dan mendukung, tapi kenapa muncul opsi silahkan cek jaringan,pada menu saat akan memilih lokasi tujuan. Sangat di sayangkan aplikasi sebagus ini tidak bisa lagi buat pesan tiket. Jadi tolong kepada pihak DAMRI khususnya yang mengelola aplikasi ini untuk melakukan perbaikan aplikasi. Demi kemudahan semua orang untuk memesan tiket DAMRI di aplikasi ini lagi . Terimakasih.",kecewa aplikasi tidak buat sen tiket padahal jaring hp bagus dukung kenapa muncul opsi silah cek jaringanpada menu akan pilih lokasi tuju sangat sayang aplikasi bagus tidak lagi buat pesan tiket jadi kepada pihak damri khusus kelola aplikasi laku baik aplikasi mudah semua orang untuk mes tiket damri aplikasi lagi terimakasih,"['saya', 'kecewa', 'aplikasinya', 'sudah', 'tidak', 'bisa', 'buat', 'pesen', 'tiket', 'lagi', 'padahal', 'jaringan', 'di', 'hp', 'sudah', 'bagus', 'dan', 'mendukung', 'tapi', 'kenapa', 'muncul', 'opsi', 'silahkan', 'cek', 'jaringanpada', 'menu', 'saat', 'akan', 'memilih', 'lokasi', 'tujuan', 'sangat', 'di', 'sayangkan', 'aplikasi', 'sebagus', 'ini', 'tidak', 'bisa', 'lagi', 'buat', 'pesan', 'tiket', 'jadi', 'tolong', 'kepada', 'pihak', 'damri', 'khususnya', 'yang', 'mengelola', 'aplikasi', 'ini', 'untuk', 'melakukan', 'perbaikan', 'aplikasi', 'demi', 'kemudahan', 'semua', 'orang', 'untuk', 'memesan', 'tiket', 'damri', 'di', 'aplikasi', 'ini', 'lagi', 'terimakasih']","['kecewa', 'aplikasi', 'tidak', 'buat', 'sen', 'tiket', 'padahal', 'jaring', 'hp', 'bagus', 'dukung', 'kenapa', 'muncul', 'opsi', 'silah', 'cek', 'jaringanpada', 'menu', 'akan', 'pilih', 'lokasi', 'tuju', 'sangat', 'sayang', 'aplikasi', 'bagus', 'tidak', 'lagi', 'buat', 'pesan', 'tiket', 'jadi', 'kepada', 'pihak', 'damri', 'khusus', 'kelola', 'aplikasi', 'laku', 'baik', 'aplikasi', 'mudah', 'semua', 'orang', 'untuk', 'mes', 'tiket', 'damri', 'aplikasi', 'lagi', 'terimakasih']",1,4,,2022-08-06 22:20:14,,
"Mohon maaf dengan segala hormat, tolong segera diperbaiki aplikasinya, aplikasi buatan bumn tapi sangat tertinggal dengan aplikasi buatan swasta, memalukan",mohon maaf segala hormat segera baik aplikasi aplikasi buat bumn sangat tinggal aplikasi buat swasta malu,"['mohon', 'maaf', 'dengan', 'segala', 'hormat', 'tolong', 'segera', 'diperbaiki', 'aplikasinya', 'aplikasi', 'buatan', 'bumn', 'tapi', 'sangat', 'tertinggal', 'dengan', 'aplikasi', 'buatan', 'swasta', 'memalukan']","['mohon', 'maaf', 'segala', 'hormat', 'segera', 'baik', 'aplikasi', 'aplikasi', 'buat', 'bumn', 'sangat', 'tinggal', 'aplikasi', 'buat', 'swasta', 'malu']",1,0,2.16,2022-08-06 18:46:54,,
Aplikasi busuk tidak bisa di gunakan....,aplikasi busuk bisa guna,"['aplikasi', 'busuk', 'tidak', 'bisa', 'di', 'gunakan']","['aplikasi', 'busuk', 'bisa', 'guna']",1,0,2.16,2022-08-06 14:31:33,,
"Situs pemerintah gak ada yg jelas!!! Koneksi stabil, dibilang cek koneksi mulu",situs perintah tidak jelas koneksi stabil bilang cek koneksi mulu,"['situs', 'pemerintah', 'gak', 'ada', 'yg', 'jelas', 'koneksi', 'stabil', 'dibilang', 'cek', 'koneksi', 'mulu']","['situs', 'perintah', 'tidak', 'yg', 'jelas', 'koneksi', 'stabil', 'bilang', 'cek', 'koneksi', 'mulu']",1,0,2.16,2022-08-05 17:26:44,,
"App cacat, gak fungsi sama sekali, kalah jauh sama app swasta, gmn mau maju transpotasi pemerintah kalau app nya aja cacat kayak gini.",app cacat tidak fungsi sama sekali kalah jauh sama app swasta gmn mau maju transpotasi perintah kalau app cacat kayak gin,"['app', 'cacat', 'gak', 'fungsi', 'sama', 'sekali', 'kalah', 'jauh', 'sama', 'app', 'swasta', 'gmn', 'mau', 'maju', 'transpotasi', 'pemerintah', 'kalau', 'app', 'nya', 'aja', 'cacat', 'kayak', 'gini']","['app', 'cacat', 'tidak', 'fungsi', 'sama', 'sekali', 'kalah', 'jauh', 'sama', 'app', 'swasta', 'gmn', 'mau', 'maju', 'transpotasi', 'perintah', 'kalau', 'app', 'nya', 'aja', 'cacat', 'kayak', 'gin']",1,0,,2022-08-05 11:24:37,,
kok nda bisa buka nih aplinya? ad kerusakan kah,kok nda buka nih aplinya ad rusa,"['kok', 'nda', 'bisa', 'buka', 'nih', 'aplinya', 'ad', 'kerusakan', 'kah']","['kok', 'nda', 'buka', 'nih', 'aplinya', 'ad', 'rusa']",4,0,,2022-08-05 09:24:09,,
Coooy buat aplikasi yg niaaat. Buat aplikasi setengah2.,coooy buat aplikasi niaaat buat aplikasi setengah2,"['coooy', 'buat', 'aplikasi', 'yg', 'niaaat', 'buat', 'aplikasi', 'setengah2']","['coooy', 'buat', 'aplikasi', 'yg', 'niaaat', 'buat', 'aplikasi', 'setengah2']",1,0,2.16,2022-08-04 14:55:07,,
Gimna ya aplikasinya GK bisa d gunakan....setiap mau pesen tiket pasti selalu koneksi server gagal.... Pdhal kuota bnyak ... Gimna mau pesen tiket ini Kya gini...,gimna aplikasi tidak d gunakansetiap mau sen tiket selalu koneksi server gagal pdhal kuota bnyak gimna mau sen tiket kya gin,"['gimna', 'ya', 'aplikasinya', 'gk', 'bisa', 'd', 'gunakansetiap', 'mau', 'pesen', 'tiket', 'pasti', 'selalu', 'koneksi', 'server', 'gagal', 'pdhal', 'kuota', 'bnyak', 'gimna', 'mau', 'pesen', 'tiket', 'ini', 'kya', 'gini']","['gimna', 'aplikasi', 'tidak', 'd', 'gunakansetiap', 'mau', 'sen', 'tiket', 'selalu', 'koneksi', 'server', 'gagal', 'pdhal', 'kuota', 'bnyak', 'gimna', 'mau', 'sen', 'tiket', 'kya', 'gin']",1,0,2.16,2022-08-04 10:27:37,,
"Dulu bagus ,sekarang kaya sampah banget",dulu bagus sekarang kaya sampah banget,"['dulu', 'bagus', 'sekarang', 'kaya', 'sampah', 'banget']","['dulu', 'bagus', 'sekarang', 'kaya', 'sampah', 'banget']",1,0,2.16,2022-08-04 09:59:20,,
Masih perlu banyak peningkatan,perlu banyak tingkat,"['masih', 'perlu', 'banyak', 'peningkatan']","['perlu', 'banyak', 'tingkat']",1,0,2.16,2022-08-04 07:05:54,,
"Jaringan selalu gagal,Mau serius GK nich DAMRI?kalo selalu begini gak akan maju-maju kalah sama travel pendatang baru",jaring selalu gagalmau serius tidak nich damri kalo selalu begini tidak majumaju kalah sama travel datang baru,"['jaringan', 'selalu', 'gagalmau', 'serius', 'gk', 'nich', 'damrikalo', 'selalu', 'begini', 'gak', 'akan', 'majumaju', 'kalah', 'sama', 'travel', 'pendatang', 'baru']","['jaring', 'selalu', 'gagalmau', 'serius', 'tidak', 'nich', 'damrikalo', 'selalu', 'begini', 'tidak', 'majumaju', 'kalah', 'sama', 'travel', 'datang', 'baru']",1,0,2.16,2022-08-03 21:39:47,,
Gagal akses padahal jaringan bagus,gagal akses padahal jaring bagus,"['gagal', 'akses', 'padahal', 'jaringan', 'bagus']","['gagal', 'akses', 'padahal', 'jaring', 'bagus']",1,0,,2022-08-03 20:16:24,,
"Sekelas BUMN bikin aplikasi begini, gak malu kah? Jangankan mau booking, liat rute aja bolak balik bilang gak ada internet padahal sinyal4G full..",kelas bumn bikin aplikasi begini tidak malu jangan mau booking liat rute bolak balik bilang tidak internet padahal sinyal4g full,"['sekelas', 'bumn', 'bikin', 'aplikasi', 'begini', 'gak', 'malu', 'kah', 'jangankan', 'mau', 'booking', 'liat', 'rute', 'aja', 'bolak', 'balik', 'bilang', 'gak', 'ada', 'internet', 'padahal', 'sinyal4g', 'full']","['kelas', 'bumn', 'bikin', 'aplikasi', 'begini', 'tidak', 'malu', 'jangan', 'mau', 'booking', 'liat', 'rute', 'aja', 'bolak', 'balik', 'bilang', 'tidak', 'internet', 'padahal', 'sinyal4g', 'full']",1,0,2.16,2022-08-03 18:12:59,,
"Najis ga bisa² daftar, bilangny email sudah terpakai terus giliran dicoba login keterangan nya email belum terdaftar. Makan gaji buta operator nya",najis tidak daftar bilangny email pakai terus gilir coba login terang email daftar makan gaji buta operator,"['najis', 'ga', 'bisa²', 'daftar', 'bilangny', 'email', 'sudah', 'terpakai', 'terus', 'giliran', 'dicoba', 'login', 'keterangan', 'nya', 'email', 'belum', 'terdaftar', 'makan', 'gaji', 'buta', 'operator', 'nya']","['najis', 'tidak', 'daftar', 'bilangny', 'email', 'pakai', 'terus', 'gilir', 'coba', 'login', 'terang', 'nya', 'email', 'daftar', 'makan', 'gaji', 'buta', 'operator', 'nya']",1,0,2.16,2022-08-03 10:52:31,,
"Sebenarnya awalnya sudah bagus dg sistem aplikasi tapi sekarang aplikasi nya eror terus, padahal dg adanya sistem ini menghindari dari pada korupsi di lapangan yg tiba2 menaikkan harga yg tidak wajar atau adanya dana tambahan tapi yasudahlah mungkin damri tidak ingin maju mau pertahankan sistem jadul seperti dulu",benar awal bagus dg sistem aplikasi sekarang aplikasi eror terus padahal dg sistem hindar pada korupsi lapang tiba2 naik harga wajar ada dana tambah yasudahlah mungkin damri ingin maju mau tahan sistem jadul dulu,"['sebenarnya', 'awalnya', 'sudah', 'bagus', 'dg', 'sistem', 'aplikasi', 'tapi', 'sekarang', 'aplikasi', 'nya', 'eror', 'terus', 'padahal', 'dg', 'adanya', 'sistem', 'ini', 'menghindari', 'dari', 'pada', 'korupsi', 'di', 'lapangan', 'yg', 'tiba2', 'menaikkan', 'harga', 'yg', 'tidak', 'wajar', 'atau', 'adanya', 'dana', 'tambahan', 'tapi', 'yasudahlah', 'mungkin', 'damri', 'tidak', 'ingin', 'maju', 'mau', 'pertahankan', 'sistem', 'jadul', 'seperti', 'dulu']","['benar', 'awal', 'bagus', 'dg', 'sistem', 'aplikasi', 'sekarang', 'aplikasi', 'nya', 'eror', 'terus', 'padahal', 'dg', 'sistem', 'hindar', 'pada', 'korupsi', 'lapang', 'yg', 'tiba2', 'naik', 'harga', 'yg', 'wajar', 'ada', 'dana', 'tambah', 'yasudahlah', 'mungkin', 'damri', 'ingin', 'maju', 'mau', 'tahan', 'sistem', 'jadul', 'dulu']",1,1,2.16,2022-08-02 21:19:47,,
"Aplikasi sampah, pesan tiket bus aja ga bisa",aplikasi sampah pesan tiket bus tidak,"['aplikasi', 'sampah', 'pesan', 'tiket', 'bus', 'aja', 'ga', 'bisa']","['aplikasi', 'sampah', 'pesan', 'tiket', 'bus', 'aja', 'tidak']",1,0,,2022-08-02 19:48:00,,
Jelek,jelek,['jelek'],['jelek'],1,0,2.16,2022-08-02 18:38:43,,
Ngga jelas aplikasinya,tidak jelas aplikasi,"['ngga', 'jelas', 'aplikasinya']","['tidak', 'jelas', 'aplikasi']",1,0,2.16,2022-08-02 18:10:55,,
"Sering banget pake aplikasi ini untuk beli tiket secara online, tapi sudah 3 bulan ngga bisa pesen lagi disini . Semoga segera membaik seperti dulu.",sering banget pakai aplikasi untuk beli tiket cara online sudah 3 bulan tidak sen sini moga segera baik dulu,"['sering', 'banget', 'pake', 'aplikasi', 'ini', 'untuk', 'beli', 'tiket', 'secara', 'online', 'tapi', 'sudah', '3', 'bulan', 'ngga', 'bisa', 'pesen', 'lagi', 'disini', 'semoga', 'segera', 'membaik', 'seperti', 'dulu']","['sering', 'banget', 'pake', 'aplikasi', 'untuk', 'beli', 'tiket', 'cara', 'online', 'sudah', '3', 'bulan', 'tidak', 'sen', 'sini', 'moga', 'segera', 'baik', 'dulu']",3,0,2.16,2022-08-02 13:27:39,,
"Gajelas sekali aplikasinya, koneksi error aja terosss.",gajelas sekali aplikasi koneksi error terosss,"['gajelas', 'sekali', 'aplikasinya', 'koneksi', 'error', 'aja', 'terosss']","['gajelas', 'sekali', 'aplikasi', 'koneksi', 'error', 'aja', 'terosss']",1,0,2.16,2022-08-02 13:14:28,,
"jelek bgt udh login ngeload doang gabisa ngapa2in, percuma download",jelek banget udh login ngeload doang gabisa ngapa2in percuma download,"['jelek', 'bgt', 'udh', 'login', 'ngeload', 'doang', 'gabisa', 'ngapa2in', 'percuma', 'download']","['jelek', 'banget', 'udh', 'login', 'ngeload', 'doang', 'gabisa', 'ngapa2in', 'percuma', 'download']",1,0,2.16,2022-08-02 12:04:06,,
"Kenapa selalu koneksi server gagal sih. Pdhal jaringan bagus. Emang aplikasinya ngak bener, tp di rekomendasiin oleh loket DAMRI pakai aplikasi ini. Menyesatkan",selalu koneksi server gagal sih pdhal jaring bagus emang aplikasi tidak bener tp rekomendasiin loket damri pakai aplikasi sesat,"['kenapa', 'selalu', 'koneksi', 'server', 'gagal', 'sih', 'pdhal', 'jaringan', 'bagus', 'emang', 'aplikasinya', 'ngak', 'bener', 'tp', 'di', 'rekomendasiin', 'oleh', 'loket', 'damri', 'pakai', 'aplikasi', 'ini', 'menyesatkan']","['selalu', 'koneksi', 'server', 'gagal', 'sih', 'pdhal', 'jaring', 'bagus', 'emang', 'aplikasi', 'tidak', 'bener', 'tp', 'rekomendasiin', 'loket', 'damri', 'pakai', 'aplikasi', 'sesat']",1,0,,2022-08-02 11:54:06,,
Email verifikasi tidak dikirim2,email verifikasi dikirim2,"['email', 'verifikasi', 'tidak', 'dikirim2']","['email', 'verifikasi', 'dikirim2']",1,0,2.16,2022-08-02 10:14:22,,
Tolong dihapus saja dari playsrore. Tidak berfungsi lagi server sudah mati tidak dapat melayani tranportasi,hapus dari playsrore fungsi server mati dapat layan tranportasi,"['tolong', 'dihapus', 'saja', 'dari', 'playsrore', 'tidak', 'berfungsi', 'lagi', 'server', 'sudah', 'mati', 'tidak', 'dapat', 'melayani', 'tranportasi']","['hapus', 'dari', 'playsrore', 'fungsi', 'server', 'mati', 'dapat', 'layan', 'tranportasi']",1,0,,2022-08-02 09:10:52,,
Susah banget dapet kode verifikasi 😔😔😔😔,susah banget dapet kode verifikasi,"['susah', 'banget', 'dapet', 'kode', 'verifikasi']","['susah', 'banget', 'dapet', 'kode', 'verifikasi']",1,0,2.16,2022-08-02 08:41:43,,
"Ga jelas, kirim verifikasi ga pernah masuk ke email",tidak jelas kirim verifikasi tidak pernah masuk email,"['ga', 'jelas', 'kirim', 'verifikasi', 'ga', 'pernah', 'masuk', 'ke', 'email']","['tidak', 'jelas', 'kirim', 'verifikasi', 'tidak', 'pernah', 'masuk', 'email']",1,0,2.16,2022-08-02 07:26:39,,
Buruk tidak bisa cek tiket!!!!!!!,buruk bisa cek tiket,"['buruk', 'tidak', 'bisa', 'cek', 'tiket']","['buruk', 'bisa', 'cek', 'tiket']",1,0,2.16,2022-08-02 00:47:47,,
"Kadang"" bisa kadang"" kaga aneh bet",kadang kadang kaga aneh bet,"['kadang', 'bisa', 'kadang', 'kaga', 'aneh', 'bet']","['kadang', 'kadang', 'kaga', 'aneh', 'bet']",2,0,2.16,2022-08-01 19:02:20,,
Kek tai,kek tai,"['kek', 'tai']","['kek', 'tai']",1,1,2.16,2022-08-01 15:05:05,,
kurang terpantau apk nya,kurang pantau apk,"['kurang', 'terpantau', 'apk', 'nya']","['kurang', 'pantau', 'apk', 'nya']",1,0,2.16,2022-07-31 17:23:29,,
Aplikasi gak jelas...,aplikasi tidak jelas,"['aplikasi', 'gak', 'jelas']","['aplikasi', 'tidak', 'jelas']",1,0,,2022-07-31 16:17:36,,
Tidak bisa dibuka aplikasinya.. Tulisannya selalu koneksi salah server,bisa buka aplikasi tulis selalu koneksi salah server,"['tidak', 'bisa', 'dibuka', 'aplikasinya', 'tulisannya', 'selalu', 'koneksi', 'salah', 'server']","['bisa', 'buka', 'aplikasi', 'tulis', 'selalu', 'koneksi', 'salah', 'server']",4,1,,2022-07-31 10:03:26,,
Untuk ngecek bus nya antar kota nya koneksi nya error,ngecek bus antar kota koneksi error,"['untuk', 'ngecek', 'bus', 'nya', 'antar', 'kota', 'nya', 'koneksi', 'nya', 'error']","['ngecek', 'bus', 'nya', 'antar', 'kota', 'nya', 'koneksi', 'nya', 'error']",2,0,2.16,2022-07-31 10:00:10,,
Tidka bisa kirim e-tiket ke email atau minimal mencetaknya jadi pdf.,tidka kirim tiket email minimal cetak jadi pdf,"['tidka', 'bisa', 'kirim', 'etiket', 'ke', 'email', 'atau', 'minimal', 'mencetaknya', 'jadi', 'pdf']","['tidka', 'kirim', 'etiket', 'email', 'minimal', 'cetak', 'jadi', 'pdf']",1,0,2.16,2022-07-31 08:27:40,,
Sampah....!!!!!! Erick thohir harus tau nih.....,sampah erick thohir tau nih,"['sampah', 'erick', 'thohir', 'harus', 'tau', 'nih']","['sampah', 'erick', 'thohir', 'tau', 'nih']",1,0,2.16,2022-07-31 03:39:35,,
Gak guna,tidak,"['gak', 'guna']",['tidak'],1,1,2.16,2022-07-30 12:15:18,,
Aplikasi rusak g bisa dipake,aplikasi rusak tidak di pakai,"['aplikasi', 'rusak', 'g', 'bisa', 'dipake']","['aplikasi', 'rusak', 'tidak', 'dipake']",1,1,2.16,2022-07-30 11:39:46,,
"Seperti yang saya perkirakan. Hampir semua aplikasi dari BUMN buruk dalam hal koneksi. Ayolah... Kurang dana apa gimana. Ngak niat bet buat sistemnya. Tapi ini bagus, mempermudah pemesanan tiket dll. Saya suka.",yang kira hampir semua aplikasi bumn buruk hal koneksi ayo kurang dana apa gimana tidak niat bet buat sistem ini bagus mudah mesan tiket saya suka,"['seperti', 'yang', 'saya', 'perkirakan', 'hampir', 'semua', 'aplikasi', 'dari', 'bumn', 'buruk', 'dalam', 'hal', 'koneksi', 'ayolah', 'kurang', 'dana', 'apa', 'gimana', 'ngak', 'niat', 'bet', 'buat', 'sistemnya', 'tapi', 'ini', 'bagus', 'mempermudah', 'pemesanan', 'tiket', 'dll', 'saya', 'suka']","['yang', 'kira', 'hampir', 'semua', 'aplikasi', 'bumn', 'buruk', 'hal', 'koneksi', 'ayo', 'kurang', 'dana', 'apa', 'gimana', 'tidak', 'niat', 'bet', 'buat', 'sistem', 'ini', 'bagus', 'mudah', 'mesan', 'tiket', 'saya', 'suka']",5,0,2.16,2022-07-30 06:47:15,,
Bintang 1 dulu ya 😅 mau daftar aja susah. Kode verifikasi ga kunjung terkirim. Suami yang sudah punya app nya juga bilang error terus ga bisa untuk pesan tiket 😅,bintang 1 dulu mau daftar susah kode verifikasi tidak kunjung kirim suami sudah punya app bilang error terus tidak untuk pesan tiket,"['bintang', '1', 'dulu', 'ya', 'mau', 'daftar', 'aja', 'susah', 'kode', 'verifikasi', 'ga', 'kunjung', 'terkirim', 'suami', 'yang', 'sudah', 'punya', 'app', 'nya', 'juga', 'bilang', 'error', 'terus', 'ga', 'bisa', 'untuk', 'pesan', 'tiket']","['bintang', '1', 'dulu', 'mau', 'daftar', 'aja', 'susah', 'kode', 'verifikasi', 'tidak', 'kunjung', 'kirim', 'suami', 'sudah', 'punya', 'app', 'nya', 'bilang', 'error', 'terus', 'tidak', 'untuk', 'pesan', 'tiket']",1,0,2.16,2022-07-30 06:27:25,,
"Mending tutup aja, bikin apps ga beres",mending tutup bikin apps tidak beres,"['mending', 'tutup', 'aja', 'bikin', 'apps', 'ga', 'beres']","['mending', 'tutup', 'aja', 'bikin', 'apps', 'tidak', 'beres']",1,0,2.16,2022-07-29 11:10:08,,
Ini ko aplikasi nya gak beres aja,ko aplikasi tidak beres,"['ini', 'ko', 'aplikasi', 'nya', 'gak', 'beres', 'aja']","['ko', 'aplikasi', 'nya', 'tidak', 'beres', 'aja']",1,0,2.16,2022-07-29 01:49:17,,
Gak bagus lagi.,tidak bagus,"['gak', 'bagus', 'lagi']","['tidak', 'bagus']",2,0,2.16,2022-07-28 21:51:59,,
servernya down mulu. mau beli tiket online jadi gabisa. pelayanan buruk,servernya down mulu mau beli tiket online jadi gabisa layan buruk,"['servernya', 'down', 'mulu', 'mau', 'beli', 'tiket', 'online', 'jadi', 'gabisa', 'pelayanan', 'buruk']","['servernya', 'down', 'mulu', 'mau', 'beli', 'tiket', 'online', 'jadi', 'gabisa', 'layan', 'buruk']",1,0,2.16,2022-07-28 21:18:20,,
"Koneksi server gagal mulu tolong di benahi dong aplikasi nya, padahal membantu sekali aplikasi nya",koneksi server gagal mulu di benah dong aplikasi padahal bantu sekali aplikasi,"['koneksi', 'server', 'gagal', 'mulu', 'tolong', 'di', 'benahi', 'dong', 'aplikasi', 'nya', 'padahal', 'membantu', 'sekali', 'aplikasi', 'nya']","['koneksi', 'server', 'gagal', 'mulu', 'di', 'benah', 'dong', 'aplikasi', 'nya', 'padahal', 'bantu', 'sekali', 'aplikasi', 'nya']",1,0,2.16,2022-07-28 20:13:58,,
Sekelas negara aplikasi kayak...,kelas negara aplikasi kayak,"['sekelas', 'negara', 'aplikasi', 'kayak']","['kelas', 'negara', 'aplikasi', 'kayak']",1,0,,2022-07-28 19:16:37,,
APLIKASI YANG PALING SERING EROR 👎👎👎,aplikasi paling sering eror,"['aplikasi', 'yang', 'paling', 'sering', 'eror']","['aplikasi', 'paling', 'sering', 'eror']",1,0,,2022-07-28 16:07:56,,
Buruk sekali,buruk sekali,"['buruk', 'sekali']","['buruk', 'sekali']",1,0,,2022-07-28 08:22:30,,
"Awal muter-muter sekarang malah sama sekali rusak, gini ni aplikasi milik BUMN sama juga di aplikasi linkaja",awal mutermuter sekarang malah sama sekali rusak gin ni aplikasi milik bumn sama di aplikasi linkaja,"['awal', 'mutermuter', 'sekarang', 'malah', 'sama', 'sekali', 'rusak', 'gini', 'ni', 'aplikasi', 'milik', 'bumn', 'sama', 'juga', 'di', 'aplikasi', 'linkaja']","['awal', 'mutermuter', 'sekarang', 'malah', 'sama', 'sekali', 'rusak', 'gin', 'ni', 'aplikasi', 'milik', 'bumn', 'sama', 'di', 'aplikasi', 'linkaja']",1,0,2.16,2022-07-27 15:13:23,,
Makin sering error,makin sering error,"['makin', 'sering', 'error']","['makin', 'sering', 'error']",1,0,2.16,2022-07-27 14:35:42,,
Loading trs,loading trs,"['loading', 'trs']","['loading', 'trs']",1,0,2.16,2022-07-27 01:02:06,,
Kenapa server tidak merespon terus padahal baru di download,server merespon terus padahal baru download,"['kenapa', 'server', 'tidak', 'merespon', 'terus', 'padahal', 'baru', 'di', 'download']","['server', 'merespon', 'terus', 'padahal', 'baru', 'download']",1,0,2.16,2022-07-26 19:17:52,,
Aplikasi ga berguna,aplikasi tidak,"['aplikasi', 'ga', 'berguna']","['aplikasi', 'tidak']",1,0,2.16,2022-07-26 18:45:47,,
"Setiap buka ""Koneksi server gagal"" payah 👎👎👎",tiap buka koneksi server gagal payah,"['setiap', 'buka', 'koneksi', 'server', 'gagal', 'payah']","['tiap', 'buka', 'koneksi', 'server', 'gagal', 'payah']",1,0,2.16,2022-07-26 17:29:02,,
"Tidak bisa digunakan sama sekali, hanya loading",bisa sama sekali loading,"['tidak', 'bisa', 'digunakan', 'sama', 'sekali', 'hanya', 'loading']","['bisa', 'sama', 'sekali', 'loading']",1,0,2.16,2022-07-26 13:25:10,,
tidak bisa digunakan,bisa,"['tidak', 'bisa', 'digunakan']",['bisa'],1,0,2.16,2022-07-26 12:28:23,,
"Mending dibuang aja aplikasinya playstore dan appstore. Menuh2in server orang aja, aplikasi kagak bisa di pake.",mending buang aplikasi playstore appstore menuh2in server orang aplikasi kagak di pakai,"['mending', 'dibuang', 'aja', 'aplikasinya', 'playstore', 'dan', 'appstore', 'menuh2in', 'server', 'orang', 'aja', 'aplikasi', 'kagak', 'bisa', 'di', 'pake']","['mending', 'buang', 'aja', 'aplikasi', 'playstore', 'appstore', 'menuh2in', 'server', 'orang', 'aja', 'aplikasi', 'kagak', 'di', 'pake']",1,0,2.16,2022-07-26 08:03:31,,
Eror. Tidak ada ada pemeliharaan server.,eror ada pelihara server,"['eror', 'tidak', 'ada', 'ada', 'pemeliharaan', 'server']","['eror', 'ada', 'pelihara', 'server']",1,0,2.16,2022-07-26 00:25:32,,
Parah. Gak bisa isi tujuan.,parah tidak isi tuju,"['parah', 'gak', 'bisa', 'isi', 'tujuan']","['parah', 'tidak', 'isi', 'tuju']",1,0,,2022-07-25 20:45:40,,
Ok,,['ok'],[],5,0,2.16,2022-07-25 19:29:13,,
